"country","iso2c","iso3c","year","arrivals","gdp_pc","gdp_growth","reer","population"
"Switzerland","CH","CHE",2009,8294000,81288.642957612,-1.93490944903913,95.9546902493983,7743831
"Switzerland","CH","CHE",2010,8628000,83069.4276373455,3.26063082122047,99.9999999999999,7824909
"Switzerland","CH","CHE",2011,8534000,83307.3180998465,1.40766067483813,109.539494601927,7912398
"Switzerland","CH","CHE",2012,8566000,83354.0207485188,1.12413575027705,105.44683788169,7996861
"Switzerland","CH","CHE",2013,8967000,83914.0245080812,1.83612392927999,103.66979931038,8089346
"Switzerland","CH","CHE",2014,9158000,85004.8134534,2.54342347675991,104.269723918553,8188649
"Switzerland","CH","CHE",2015,9305000,85265.06205193,1.45450336491099,110.454114777935,8282396
"Switzerland","CH","CHE",2016,10402000,85951.2234148345,1.91159094214852,108.138677313103,8373338
"Switzerland","CH","CHE",2017,11133000,86362.360972862,1.42034612231261,106.09784339517,8451840
"Switzerland","CH","CHE",2018,11715000,88581.0826935584,3.32743256101493,103.190839417354,8514329
"Switzerland","CH","CHE",2019,11818000,88932.4119306425,1.11532187197474,104.121610236012,8575280
"Switzerland","CH","CHE",2020,NA,86293.9183441155,-2.2552579425106,108.106828333618,8638167
"Tunisia","TN","TUN",1995,4120000,2322.59207185194,2.35166985086541,131.80820575463,9161258
"Tunisia","TN","TUN",1996,3885000,2452.90929820496,7.14608096782061,131.991177639767,9294432
"Tunisia","TN","TUN",1997,4263000,2551.55055160864,5.44094350107467,131.376748179735,9421270
"Tunisia","TN","TUN",1998,4718000,2639.87498120997,4.78376247825665,131.723049901456,9541667
"Tunisia","TN","TUN",1999,4832000,2766.57007135231,6.05463447898158,132.703220904287,9655963
"Tunisia","TN","TUN",2000,5058000,2864.54703666618,4.7099729138049,131.019076669881,9764935
"Tunisia","TN","TUN",2001,5387000,2941.73893592906,3.79627166202512,128.973020306798,9869677
"Tunisia","TN","TUN",2002,5064000,2950.20410959054,1.32255714828946,127.533917901183,9971515
"Tunisia","TN","TUN",2003,5114000,3058.22895827842,4.70239953285241,121.310200966044,10071632
"Tunisia","TN","TUN",2004,5998000,3218.72320748457,6.23579072222647,116.748258067608,10166163
"Tunisia","TN","TUN",2005,6378000,3301.93817216029,3.4865455430439,111.060491305026,10255472
"Tunisia","TN","TUN",2006,6550000,3444.5513526091,5.24409983246916,108.289893790379,10346410
"Tunisia","TN","TUN",2007,6762000,3642.11977444786,6.70952097453554,104.623041065425,10441702
"Tunisia","TN","TUN",2008,7050000,3760.11828478704,4.23778147502819,103.330627099891,10542635
"Tunisia","TN","TUN",2009,7797000,3835.25011939301,3.04345012371552,102.519997226211,10650681
"Tunisia","TN","TUN",2010,7828000,3906.90625867605,2.97113275066512,100,10765980
"Tunisia","TN","TUN",2011,5746000,3784.7412903401,-2.04663389535644,97.7994084891521,10886035
"Tunisia","TN","TUN",2012,6999000,3900.04620132702,4.21667711535632,96.3812512333225,11009647
"Tunisia","TN","TUN",2013,7352000,3947.58763533174,2.42993096446429,93.5452373660572,11141361
"Tunisia","TN","TUN",2014,7163000,4021.59954703591,3.09032803070775,93.4799482760495,11274288
"Tunisia","TN","TUN",2015,5359000,4014.94773686432,0.967834205635981,97.4927627058733,11402264
"Tunisia","TN","TUN",2016,5724000,4015.28893802703,1.117231963992,92.4990465702056,11528674
"Tunisia","TN","TUN",2017,7052000,4062.80606534519,2.25261437620587,84.4025622866993,11650498
"Tunisia","TN","TUN",2018,8299000,4127.97005697994,2.60696965356362,79.2245607169191,11765514
"Tunisia","TN","TUN",2019,9429000,4153.27978615515,1.55009304966742,78.383911181428,11875081
"Tunisia","TN","TUN",2020,2012000,3749.26841452928,-8.97512622934723,85.1990913237077,11974057
"Turkiye","TR","TUR",1995,7727000,5577.82539654281,7.878266878218,NA,61024503
"Turkiye","TR","TUR",1996,8614000,5887.67309798528,7.15779847930847,NA,61951134
"Turkiye","TR","TUR",1997,9689000,6230.18622126407,7.3578623747848,NA,62852966
"Turkiye","TR","TUR",1998,9753000,6261.28870069222,1.90857064345151,NA,63734383
"Turkiye","TR","TUR",1999,7487000,5989.55700860592,-3.05277055759434,NA,64591923
"Turkiye","TR","TUR",2000,10428000,6326.25746472488,6.98528697817062,NA,65425961
"Turkiye","TR","TUR",2001,11619000,5906.92348536699,-5.45940838563062,NA,66245128
"Turkiye","TR","TUR",2002,13256000,6211.70542960394,6.43550883793114,NA,67048795
"Turkiye","TR","TUR",2003,14030000,6496.07277294612,5.79909321038525,NA,67831730
"Turkiye","TR","TUR",2004,17517000,7061.62219794984,9.92540551918624,NA,68592617
"Turkiye","TR","TUR",2005,21125000,7623.14640948457,9.11157745861635,NA,69329557
"Turkiye","TR","TUR",2006,19820000,8078.5153787571,7.06762607623939,NA,70045349
"Turkiye","TR","TUR",2007,27215000,8477.53328393352,5.10818513903604,NA,70158112
"Turkiye","TR","TUR",2008,31138000,8447.93976396947,0.920118221365883,NA,71051678
"Turkiye","TR","TUR",2009,31760000,7925.30110421185,-4.88269401706633,NA,72039206
"Turkiye","TR","TUR",2010,32997000,8472.57809050119,8.54219848467686,NA,73142150
"Turkiye","TR","TUR",2011,36769000,9265.85910238578,10.9799625273598,NA,74223629
"Turkiye","TR","TUR",2012,37715000,9588.32066531438,4.80762696633448,NA,75175827
"Turkiye","TR","TUR",2013,39861000,10269.4489140773,8.48825689298511,NA,76147624
"Turkiye","TR","TUR",2014,41627000,10597.9801881716,4.60079447270559,NA,77181884
"Turkiye","TR","TUR",2015,41114000,11064.6494504662,5.80557386628684,NA,78218479
"Turkiye","TR","TUR",2016,30907000,11279.6169531569,3.32366508200445,NA,79277962
"Turkiye","TR","TUR",2017,37970000,12005.6459824832,7.82585730002594,NA,80312698
"Turkiye","TR","TUR",2018,46113000,12255.0082146169,3.46815306092219,NA,81407204
"Turkiye","TR","TUR",2019,51747000,12238.2950220128,1.30162365464503,NA,82579440
"Turkiye","TR","TUR",2020,15971000,12338.643833135,1.80306247087255,NA,83384680
"United Kingdom","GB","GBR",1995,23537000,33362.0161272507,3.53339096338078,103.939709685122,58019030
"United Kingdom","GB","GBR",1996,25163000,34147.3459054033,2.61491606949487,106.316612708043,58166950
"United Kingdom","GB","GBR",1997,25515000,35721.6105928791,4.8799853038024,123.166340896991,58316954
"United Kingdom","GB","GBR",1998,25745000,36773.9287790406,3.24631482881618,129.089623567348,58487141
"United Kingdom","GB","GBR",1999,25394000,37730.7155591161,2.94445869854798,128.945786925388,58682466
"United Kingdom","GB","GBR",2000,25209000,39297.1366317267,4.52438074810904,130.256542031015,58892514
"United Kingdom","GB","GBR",2001,22835000,40082.1359356822,2.39102229602824,127.105937721438,59119673
"United Kingdom","GB","GBR",2002,24180000,40594.932929345,1.70902736258567,128.004543838478,59370479
"United Kingdom","GB","GBR",2003,24715000,41706.8303930126,3.21851612669614,122.782279658608,59647577
"United Kingdom","GB","GBR",2004,27755000,42434.8209023638,2.32601853325993,127.550637679756,59987905
"United Kingdom","GB","GBR",2005,29970000,43320.5628684438,2.7906547174688,125.251977106755,60401206
"United Kingdom","GB","GBR",2006,32713000,43944.9985799069,2.18982132415704,125.98807979992,60846820
"United Kingdom","GB","GBR",2007,32778000,44882.141312304,2.93091133582351,128.12296254508,61322463
"United Kingdom","GB","GBR",2008,31888000,44508.2874631479,-0.0494116727402769,111.600391073875,61806995
"United Kingdom","GB","GBR",2009,31072000,42146.5095879962,-4.58740819226323,100.139399406963,62276270
"United Kingdom","GB","GBR",2010,30398000,42762.720840223,2.26054460931586,99.9999999999999,62766365
"United Kingdom","GB","GBR",2011,31886000,42791.0934313474,0.851437739020326,99.9115263730598,63258810
"United Kingdom","GB","GBR",2012,32221000,43136.7006795996,1.52826034721852,103.536510963066,63711000
"United Kingdom","GB","GBR",2013,33567000,43585.8731772281,1.71846961308464,102.141020606512,64138000
"United Kingdom","GB","GBR",2014,35337000,44628.5724578217,3.16017351468152,108.751370150057,64619000
"United Kingdom","GB","GBR",2015,36792000,45256.040227057,2.14040560033371,113.724833704934,65087000
"United Kingdom","GB","GBR",2016,39129000,45888.7099614563,2.20652020635357,102.480200416904,65606000
"United Kingdom","GB","GBR",2017,41080000,47019.4510419999,3.02322219840339,97.2944162327363,65964000
"United Kingdom","GB","GBR",2018,40283000,47516.2099770322,1.55133095078786,98.9866449244651,66287000
"United Kingdom","GB","GBR",2019,40857000,47866.9140354078,1.25629899760824,98.5110469715483,66628000
"United Kingdom","GB","GBR",2020,11101000,42985.0392148248,-10.047896637362,98.7017651378779,66740000
"United States","US","USA",1995,79732000,41710.8207256668,2.68443073970295,100.457375764842,266278000
"United States","US","USA",1996,82756000,42783.8165724095,3.77277269047364,103.548460165132,269394000
"United States","US","USA",1997,82525000,44151.6860410035,4.44712793442667,108.624410458402,272657000
"United States","US","USA",1998,74767000,45596.4306879224,4.48313335499124,116.309755803476,275854000
"United States","US","USA",1999,75796000,47234.2455290381,4.78842504836746,115.175330301751,279040000
"United States","US","USA",2000,78343000,48616.2546282435,4.07758575997799,118.969363979504,282162411
"United States","US","USA",2001,70975000,48597.4246124122,0.955538337599847,125.63656390646,284968955
"United States","US","USA",2002,64434000,48967.3661217576,1.70044733078285,125.423335561389,287625193
"United States","US","USA",2003,62082000,49905.5233080788,2.79560596378604,117.701052873655,290107933
"United States","US","USA",2004,67606000,51348.3473386025,3.84777169267127,112.22703580483,292805298
"United States","US","USA",2005,71484000,52649.5713060461,3.48354993710312,110.688608732034,295516599
"United States","US","USA",2006,183178000,53596.315236412,2.78453963674239,109.751444376983,298379912
"United States","US","USA",2007,175299000,54152.8292673551,2.0038583039496,104.790008529589,301231207
"United States","US","USA",2008,175703000,53703.962897927,0.113587247501258,100.307558261519,304093966
"United States","US","USA",2009,160508000,51863.6183416558,-2.5765002366652,104.543021449134,306771529
"United States","US","USA",2010,162275000,52812.6829869279,2.69519258673525,100,309378227
"United States","US","USA",2011,147271421.875,53215.5362314388,1.56440685205419,95.0874734816703,311839461
"United States","US","USA",2012,171629890.625,54000.8410778217,2.28911339009767,97.4818933906182,314339099
"United States","US","USA",2013,179309906.25,54728.860179812,2.11783009443471,97.6106052417747,316726282
"United States","US","USA",2014,178311359.375,55665.2411187802,2.52381981757846,99.2042982625585,319257560
"United States","US","USA",2015,176864531.25,56849.4697923159,2.94555045227337,109.838718091848,321815121
"United States","US","USA",2016,175261484.375,57430.8499298804,1.81945147909089,114.531371490463,324353340
"United States","US","USA",2017,174291750,58435.9707535619,2.45762230126449,114.330003458922,326608609
"United States","US","USA",2018,169324921.875,59817.6556798612,2.96650506701943,113.155364873356,328529577
"United States","US","USA",2019,165478000,61047.9648238812,2.58382533052225,116.341572079931,330226227
"United States","US","USA",2020,45037000,59533.609024416,-2.081375977796,117.897291311786,331578104
